,dataset,model_id,generation_config,metric,score
18,drone_tweets,Meta-Llama-3-8B-Instruct,max_new_toks=100-temp=0.01-rep_pen=1.05-combine_prompts=True-few_shots=True,weighted avg_f1-score,0.73322
19,drone_tweets,Meta-Llama-3-8B-Instruct,max_new_toks=50-temp=0.1-rep_pen=1.1-combine_prompts=True-few_shots=True,weighted avg_f1-score,0.733
20,drone_tweets,Meta-Llama-3-8B-Instruct,max_new_toks=50-temp=0.01-rep_pen=1.05-combine_prompts=True-few_shots=True,weighted avg_f1-score,0.73297
21,drone_tweets,Meta-Llama-3-8B-Instruct,max_new_toks=50-temp=0.1-rep_pen=1.1-combine_prompts=False-few_shots=True,weighted avg_f1-score,0.73287
22,drone_tweets,Meta-Llama-3-8B-Instruct,max_new_toks=100-temp=0.01-rep_pen=1.05-combine_prompts=False-few_shots=True,weighted avg_f1-score,0.73282
23,drone_tweets,Meta-Llama-3-8B-Instruct,max_new_toks=100-temp=0.01-rep_pen=1.15-combine_prompts=False-few_shots=True,weighted avg_f1-score,0.73273
24,drone_tweets,Meta-Llama-3-8B-Instruct,max_new_toks=100-temp=0.01-rep_pen=1.2-combine_prompts=False-few_shots=True,weighted avg_f1-score,0.73271
25,drone_tweets,Meta-Llama-3-8B-Instruct,max_new_toks=30-temp=0.1-rep_pen=1.05-combine_prompts=True-few_shots=True,weighted avg_f1-score,0.73268
26,drone_tweets,Meta-Llama-3-8B-Instruct,max_new_toks=50-temp=0.01-rep_pen=1.15-combine_prompts=False-few_shots=True,weighted avg_f1-score,0.73265
27,drone_tweets,Meta-Llama-3-8B-Instruct,max_new_toks=100-temp=0.1-rep_pen=1.1-combine_prompts=True-few_shots=True,weighted avg_f1-score,0.73221
28,drone_tweets,Meta-Llama-3-8B-Instruct,max_new_toks=30-temp=0.01-rep_pen=1.15-combine_prompts=False-few_shots=True,weighted avg_f1-score,0.73216
29,drone_tweets,Meta-Llama-3-8B-Instruct,max_new_toks=30-temp=0.1-rep_pen=1.15-combine_prompts=True-few_shots=True,weighted avg_f1-score,0.73197
30,drone_tweets,Meta-Llama-3-8B-Instruct,max_new_toks=30-temp=0.01-rep_pen=1.15-combine_prompts=True-few_shots=True,weighted avg_f1-score,0.73192
31,drone_tweets,Meta-Llama-3-8B-Instruct,max_new_toks=30-temp=0.1-rep_pen=1.05-combine_prompts=False-few_shots=True,weighted avg_f1-score,0.73187
32,drone_tweets,Meta-Llama-3-8B-Instruct,max_new_toks=50-temp=0.01-rep_pen=1.15-combine_prompts=True-few_shots=True,weighted avg_f1-score,0.73183
33,drone_tweets,Meta-Llama-3-8B-Instruct,max_new_toks=50-temp=0.1-rep_pen=1.15-combine_prompts=False-few_shots=True,weighted avg_f1-score,0.73157
34,drone_tweets,Meta-Llama-3-8B-Instruct,max_new_toks=50-temp=0.1-rep_pen=1.05-combine_prompts=True-few_shots=True,weighted avg_f1-score,0.73087
35,drone_tweets,Meta-Llama-3-8B-Instruct,max_new_toks=100-temp=0.1-rep_pen=1.2-combine_prompts=True-few_shots=True,weighted avg_f1-score,0.73058
36,drone_tweets,Meta-Llama-3-8B-Instruct,max_new_toks=50-temp=0.1-rep_pen=1.15-combine_prompts=True-few_shots=True,weighted avg_f1-score,0.73045
37,drone_tweets,Meta-Llama-3-8B-Instruct,max_new_toks=50-temp=0.1-rep_pen=1.05-combine_prompts=False-few_shots=True,weighted avg_f1-score,0.73038
38,drone_tweets,Meta-Llama-3-8B-Instruct,max_new_toks=50-temp=0.1-rep_pen=1.2-combine_prompts=True-few_shots=True,weighted avg_f1-score,0.73023
39,drone_tweets,Meta-Llama-3-8B-Instruct,max_new_toks=30-temp=0.1-rep_pen=1.1-combine_prompts=True-few_shots=True,weighted avg_f1-score,0.72969
40,drone_tweets,Meta-Llama-3-8B-Instruct,max_new_toks=100-temp=0.1-rep_pen=1.1-combine_prompts=False-few_shots=True,weighted avg_f1-score,0.72912
41,drone_tweets,tweet_eval-sentiment-0.2-lora-epoch=5,max_new_toks=30-temp=0.1-rep_pen=1.2-combine_prompts=False-few_shots=True,weighted avg_f1-score,0.72889
42,drone_tweets,Meta-Llama-3-8B-Instruct,max_new_toks=30-temp=0.1-rep_pen=1.1-combine_prompts=False-few_shots=True,weighted avg_f1-score,0.72886
43,drone_tweets,Meta-Llama-3-8B-Instruct,max_new_toks=50-temp=0.1-rep_pen=1.2-combine_prompts=False-few_shots=True,weighted avg_f1-score,0.72735
44,drone_tweets,tweet_eval-sentiment-0.2-lora-epoch=5,max_new_toks=30-temp=0.1-rep_pen=1.2-combine_prompts=True-few_shots=True,weighted avg_f1-score,0.72683
45,drone_tweets,Meta-Llama-3-8B-Instruct,max_new_toks=30-temp=0.1-rep_pen=1.2-combine_prompts=False-few_shots=True,weighted avg_f1-score,0.72649
46,drone_tweets,Meta-Llama-3-8B-Instruct,max_new_toks=100-temp=0.1-rep_pen=1.15-combine_prompts=True-few_shots=True,weighted avg_f1-score,0.72592
47,drone_tweets,Meta-Llama-3-8B-Instruct,max_new_toks=30-temp=0.1-rep_pen=1.15-combine_prompts=False-few_shots=True,weighted avg_f1-score,0.72543
48,drone_tweets,Meta-Llama-3-8B-Instruct,max_new_toks=100-temp=0.1-rep_pen=1.15-combine_prompts=False-few_shots=True,weighted avg_f1-score,0.72443
49,drone_tweets,Meta-Llama-3-8B-Instruct,max_new_toks=100-temp=0.1-rep_pen=1.2-combine_prompts=False-few_shots=True,weighted avg_f1-score,0.72431
50,drone_tweets,Meta-Llama-3-8B-Instruct,max_new_toks=100-temp=0.3-rep_pen=1.05-combine_prompts=True-few_shots=True,weighted avg_f1-score,0.71947
51,drone_tweets,Meta-Llama-3-8B-Instruct,max_new_toks=30-temp=0.3-rep_pen=1.05-combine_prompts=True-few_shots=True,weighted avg_f1-score,0.71919
52,drone_tweets,Meta-Llama-3-8B-Instruct,max_new_toks=50-temp=0.3-rep_pen=1.05-combine_prompts=True-few_shots=True,weighted avg_f1-score,0.71389
53,drone_tweets,Meta-Llama-3-8B-Instruct,max_new_toks=100-temp=0.3-rep_pen=1.05-combine_prompts=False-few_shots=True,weighted avg_f1-score,0.71308
54,drone_tweets,Meta-Llama-3-8B-Instruct,max_new_toks=100-temp=0.3-rep_pen=1.1-combine_prompts=True-few_shots=True,weighted avg_f1-score,0.71205
55,drone_tweets,Meta-Llama-3-8B-Instruct,max_new_toks=50-temp=0.3-rep_pen=1.05-combine_prompts=False-few_shots=True,weighted avg_f1-score,0.71194
56,drone_tweets,Meta-Llama-3-8B-Instruct,max_new_toks=30-temp=0.3-rep_pen=1.1-combine_prompts=False-few_shots=True,weighted avg_f1-score,0.71099
57,drone_tweets,Meta-Llama-3-8B-Instruct,max_new_toks=50-temp=0.3-rep_pen=1.1-combine_prompts=False-few_shots=True,weighted avg_f1-score,0.71071
58,drone_tweets,Meta-Llama-3-8B-Instruct,max_new_toks=30-temp=0.3-rep_pen=1.05-combine_prompts=False-few_shots=True,weighted avg_f1-score,0.71065
59,drone_tweets,Meta-Llama-3-8B-Instruct,max_new_toks=50-temp=0.3-rep_pen=1.1-combine_prompts=True-few_shots=True,weighted avg_f1-score,0.70742
60,drone_tweets,Meta-Llama-3-8B-Instruct,max_new_toks=100-temp=0.3-rep_pen=1.15-combine_prompts=False-few_shots=True,weighted avg_f1-score,0.7073
61,drone_tweets,Meta-Llama-3-8B-Instruct,max_new_toks=100-temp=0.3-rep_pen=1.1-combine_prompts=False-few_shots=True,weighted avg_f1-score,0.70707
62,drone_tweets,Meta-Llama-3-8B-Instruct,max_new_toks=30-temp=0.3-rep_pen=1.1-combine_prompts=True-few_shots=True,weighted avg_f1-score,0.70659
63,drone_tweets,Meta-Llama-3-8B-Instruct,max_new_toks=50-temp=0.3-rep_pen=1.15-combine_prompts=True-few_shots=True,weighted avg_f1-score,0.7063
64,drone_tweets,Meta-Llama-3-8B-Instruct,max_new_toks=50-temp=0.3-rep_pen=1.2-combine_prompts=True-few_shots=True,weighted avg_f1-score,0.70589
65,drone_tweets,Meta-Llama-3-8B-Instruct,max_new_toks=50-temp=0.3-rep_pen=1.15-combine_prompts=False-few_shots=True,weighted avg_f1-score,0.70327
66,drone_tweets,tweet_eval-emotion-1.0-lora-epoch=5,max_new_toks=30-temp=0.1-rep_pen=1.2-combine_prompts=True-few_shots=True,weighted avg_f1-score,0.70323
67,drone_tweets,Meta-Llama-3-8B-Instruct,max_new_toks=100-temp=0.3-rep_pen=1.15-combine_prompts=True-few_shots=True,weighted avg_f1-score,0.70265
68,drone_tweets,Meta-Llama-3-8B-Instruct,max_new_toks=30-temp=0.3-rep_pen=1.15-combine_prompts=False-few_shots=True,weighted avg_f1-score,0.70263
69,drone_tweets,Meta-Llama-3-8B-Instruct,max_new_toks=30-temp=0.3-rep_pen=1.15-combine_prompts=True-few_shots=True,weighted avg_f1-score,0.70227
70,drone_tweets,Meta-Llama-3-8B-Instruct,max_new_toks=30-temp=0.3-rep_pen=1.2-combine_prompts=False-few_shots=True,weighted avg_f1-score,0.7018
71,drone_tweets,Meta-Llama-3-8B-Instruct,max_new_toks=50-temp=0.5-rep_pen=1.05-combine_prompts=True-few_shots=True,weighted avg_f1-score,0.6996
72,drone_tweets,Meta-Llama-3-8B-Instruct,max_new_toks=50-temp=0.3-rep_pen=1.2-combine_prompts=False-few_shots=True,weighted avg_f1-score,0.69825
73,drone_tweets,Meta-Llama-3-8B-Instruct,max_new_toks=100-temp=0.3-rep_pen=1.2-combine_prompts=False-few_shots=True,weighted avg_f1-score,0.69617
74,drone_tweets,Meta-Llama-3-8B-Instruct,max_new_toks=100-temp=0.3-rep_pen=1.2-combine_prompts=True-few_shots=True,weighted avg_f1-score,0.69595
75,drone_tweets,Meta-Llama-3-8B-Instruct,max_new_toks=30-temp=0.3-rep_pen=1.2-combine_prompts=True-few_shots=True,weighted avg_f1-score,0.69153
76,drone_tweets,Meta-Llama-3-8B-Instruct,max_new_toks=30-temp=0.5-rep_pen=1.05-combine_prompts=True-few_shots=True,weighted avg_f1-score,0.68329
77,drone_tweets,Meta-Llama-3-8B-Instruct,max_new_toks=30-temp=0.5-rep_pen=1.05-combine_prompts=False-few_shots=True,weighted avg_f1-score,0.68213
78,drone_tweets,Meta-Llama-3-8B-Instruct,max_new_toks=100-temp=0.5-rep_pen=1.1-combine_prompts=True-few_shots=True,weighted avg_f1-score,0.67671
79,drone_tweets,Meta-Llama-3-8B-Instruct,max_new_toks=30-temp=0.5-rep_pen=1.15-combine_prompts=False-few_shots=True,weighted avg_f1-score,0.67519
80,drone_tweets,Meta-Llama-3-8B-Instruct,max_new_toks=30-temp=0.5-rep_pen=1.1-combine_prompts=True-few_shots=True,weighted avg_f1-score,0.67457
81,drone_tweets,Meta-Llama-3-8B-Instruct,max_new_toks=50-temp=0.5-rep_pen=1.15-combine_prompts=False-few_shots=True,weighted avg_f1-score,0.67437
82,drone_tweets,Meta-Llama-3-8B-Instruct,max_new_toks=50-temp=0.5-rep_pen=1.05-combine_prompts=False-few_shots=True,weighted avg_f1-score,0.67409
83,drone_tweets,tweet_eval-emotion-1.0-lora-epoch=10,max_new_toks=30-temp=0.1-rep_pen=1.2-combine_prompts=True-few_shots=True,weighted avg_f1-score,0.67318
84,drone_tweets,Meta-Llama-3-8B-Instruct,max_new_toks=50-temp=0.5-rep_pen=1.1-combine_prompts=True-few_shots=True,weighted avg_f1-score,0.67251
85,drone_tweets,Meta-Llama-3-8B-Instruct,max_new_toks=50-temp=0.5-rep_pen=1.1-combine_prompts=False-few_shots=True,weighted avg_f1-score,0.6715
86,drone_tweets,Meta-Llama-3-8B-Instruct,max_new_toks=100-temp=0.5-rep_pen=1.1-combine_prompts=False-few_shots=True,weighted avg_f1-score,0.67145
87,drone_tweets,Meta-Llama-3-8B-Instruct,max_new_toks=100-temp=0.5-rep_pen=1.05-combine_prompts=True-few_shots=True,weighted avg_f1-score,0.67103
88,drone_tweets,Meta-Llama-3-8B-Instruct,max_new_toks=30-temp=0.5-rep_pen=1.1-combine_prompts=False-few_shots=True,weighted avg_f1-score,0.66966
89,drone_tweets,Meta-Llama-3-8B-Instruct,max_new_toks=100-temp=0.5-rep_pen=1.05-combine_prompts=False-few_shots=True,weighted avg_f1-score,0.66745
90,drone_tweets,Meta-Llama-3-8B-Instruct,max_new_toks=30-temp=0.5-rep_pen=1.15-combine_prompts=True-few_shots=True,weighted avg_f1-score,0.66668
91,drone_tweets,Meta-Llama-3-8B-Instruct,max_new_toks=100-temp=0.5-rep_pen=1.15-combine_prompts=True-few_shots=True,weighted avg_f1-score,0.66615
92,drone_tweets,Meta-Llama-3-8B-Instruct,max_new_toks=100-temp=0.5-rep_pen=1.15-combine_prompts=False-few_shots=True,weighted avg_f1-score,0.66187
93,drone_tweets,Meta-Llama-3-8B-Instruct,max_new_toks=50-temp=0.5-rep_pen=1.15-combine_prompts=True-few_shots=True,weighted avg_f1-score,0.65923
94,drone_tweets,Meta-Llama-3-8B-Instruct,max_new_toks=30-temp=0.5-rep_pen=1.2-combine_prompts=False-few_shots=True,weighted avg_f1-score,0.65204
95,drone_tweets,tweet_eval-emotion-sentiment-0.2-lora-epoch=5,max_new_toks=30-temp=0.1-rep_pen=1.2-combine_prompts=True-few_shots=True,weighted avg_f1-score,0.64825
96,drone_tweets,Meta-Llama-3-8B-Instruct,max_new_toks=100-temp=0.5-rep_pen=1.2-combine_prompts=False-few_shots=True,weighted avg_f1-score,0.6432
97,drone_tweets,Meta-Llama-3-8B-Instruct,max_new_toks=50-temp=0.5-rep_pen=1.2-combine_prompts=True-few_shots=True,weighted avg_f1-score,0.64308
98,drone_tweets,Meta-Llama-3-8B-Instruct,max_new_toks=100-temp=0.5-rep_pen=1.2-combine_prompts=True-few_shots=True,weighted avg_f1-score,0.64207
99,drone_tweets,Meta-Llama-3-8B-Instruct,max_new_toks=50-temp=0.5-rep_pen=1.2-combine_prompts=False-few_shots=True,weighted avg_f1-score,0.64139
100,drone_tweets,Meta-Llama-3-8B-Instruct,max_new_toks=30-temp=0.5-rep_pen=1.2-combine_prompts=True-few_shots=True,weighted avg_f1-score,0.63839
101,drone_tweets,tweet_eval-emotion-sentiment-0.2-lora-epoch=5,max_new_toks=30-temp=0.1-rep_pen=1.2-combine_prompts=False-few_shots=True,weighted avg_f1-score,0.59858
102,drone_tweets,tweet_eval-emotion-1.0-lora-epoch=5,max_new_toks=30-temp=0.1-rep_pen=1.2-combine_prompts=False-few_shots=True,weighted avg_f1-score,0.56522
103,drone_tweets,tweet_eval-emotion-1.0-lora-epoch=3,max_new_toks=30-temp=0.1-rep_pen=1.2-combine_prompts=True-few_shots=True,weighted avg_f1-score,0.49787
104,drone_tweets,tweet_eval-emotion-1.0-lora-epoch=10,max_new_toks=30-temp=0.1-rep_pen=1.2-combine_prompts=False-few_shots=True,weighted avg_f1-score,0.31982
105,drone_tweets,tweet_eval-emotion-1.0-lora-epoch=3,max_new_toks=30-temp=0.1-rep_pen=1.2-combine_prompts=False-few_shots=True,weighted avg_f1-score,0.254
